conv1.weight,layer1.0.conv1.weight,layer1.0.conv2.weight,layer1.0.conv3.weight,layer1.0.downsample.0.weight,layer1.1.conv1.weight,layer1.1.conv2.weight,layer1.1.conv3.weight,layer1.2.conv1.weight,layer1.2.conv2.weight,layer1.2.conv3.weight,layer2.0.conv1.weight,layer2.0.conv2.weight,layer2.0.conv3.weight,layer2.0.downsample.0.weight,layer2.1.conv1.weight,layer2.1.conv2.weight,layer2.1.conv3.weight,layer2.2.conv1.weight,layer2.2.conv2.weight,layer2.2.conv3.weight,layer2.3.conv1.weight,layer2.3.conv2.weight,layer2.3.conv3.weight,layer3.0.conv1.weight,layer3.0.conv2.weight,layer3.0.conv3.weight,layer3.0.downsample.0.weight,layer3.1.conv1.weight,layer3.1.conv2.weight,layer3.1.conv3.weight,layer3.2.conv1.weight,layer3.2.conv2.weight,layer3.2.conv3.weight,layer3.3.conv1.weight,layer3.3.conv2.weight,layer3.3.conv3.weight,layer3.4.conv1.weight,layer3.4.conv2.weight,layer3.4.conv3.weight,layer3.5.conv1.weight,layer3.5.conv2.weight,layer3.5.conv3.weight,layer4.0.conv1.weight,layer4.0.conv2.weight,layer4.0.conv3.weight,layer4.0.downsample.0.weight,layer4.1.conv1.weight,layer4.1.conv2.weight,layer4.1.conv3.weight,layer4.2.conv1.weight,layer4.2.conv2.weight,layer4.2.conv3.weight
0.006058673469387755,0.00543212890625,0.004252115885416667,0.003662109375,0.0031890869140625,0.00439453125,0.004448784722222222,0.0046539306640625,0.0045623779296875,0.004977756076388889,0.00421142578125,0.00328826904296875,0.002982245551215278,0.00322723388671875,0.00399017333984375,0.00362396240234375,0.0032365587022569445,0.003391265869140625,0.00399017333984375,0.0035230848524305555,0.003673553466796875,0.00348663330078125,0.0032026502821180555,0.002964019775390625,0.0034027099609375,0.0026796129014756945,0.0029764175415039062,0.0029807090759277344,0.0032892227172851562,0.003426021999782986,0.003215789794921875,0.003948211669921875,0.0034501817491319445,0.0033540725708007812,0.0038194656372070312,0.003573947482638889,0.003353118896484375,0.003803253173828125,0.003417121039496528,0.0035829544067382812,0.0034399032592773438,0.0030386182996961805,0.0030908584594726562,0.0026340484619140625,0.0021320978800455728,0.002166748046875,0.0019609928131103516,0.002728700637817383,0.0026990042792426217,0.002344846725463867,0.003862142562866211,0.0034276114569769967,0.002605438232421875
