conv1.weight,layer1.0.conv1.weight,layer1.0.conv2.weight,layer1.0.conv3.weight,layer1.0.downsample.0.weight,layer1.1.conv1.weight,layer1.1.conv2.weight,layer1.1.conv3.weight,layer1.2.conv1.weight,layer1.2.conv2.weight,layer1.2.conv3.weight,layer2.0.conv1.weight,layer2.0.conv2.weight,layer2.0.conv3.weight,layer2.0.downsample.0.weight,layer2.1.conv1.weight,layer2.1.conv2.weight,layer2.1.conv3.weight,layer2.2.conv1.weight,layer2.2.conv2.weight,layer2.2.conv3.weight,layer2.3.conv1.weight,layer2.3.conv2.weight,layer2.3.conv3.weight,layer3.0.conv1.weight,layer3.0.conv2.weight,layer3.0.conv3.weight,layer3.0.downsample.0.weight,layer3.1.conv1.weight,layer3.1.conv2.weight,layer3.1.conv3.weight,layer3.2.conv1.weight,layer3.2.conv2.weight,layer3.2.conv3.weight,layer3.3.conv1.weight,layer3.3.conv2.weight,layer3.3.conv3.weight,layer3.4.conv1.weight,layer3.4.conv2.weight,layer3.4.conv3.weight,layer3.5.conv1.weight,layer3.5.conv2.weight,layer3.5.conv3.weight,layer4.0.conv1.weight,layer4.0.conv2.weight,layer4.0.conv3.weight,layer4.0.downsample.0.weight,layer4.1.conv1.weight,layer4.1.conv2.weight,layer4.1.conv3.weight,layer4.2.conv1.weight,layer4.2.conv2.weight,layer4.2.conv3.weight
0.02423469387755102,0.021728515625,0.017008463541666668,0.0146484375,0.01275634765625,0.017578125,0.017795138888888888,0.01861572265625,0.01824951171875,0.019911024305555556,0.016845703125,0.013153076171875,0.011928982204861112,0.012908935546875,0.015960693359375,0.014495849609375,0.012946234809027778,0.0135650634765625,0.015960693359375,0.014092339409722222,0.0146942138671875,0.013946533203125,0.012810601128472222,0.0118560791015625,0.01361083984375,0.010718451605902778,0.011905670166015625,0.011922836303710938,0.013156890869140625,0.013704087999131944,0.0128631591796875,0.0157928466796875,0.013800726996527778,0.013416290283203125,0.015277862548828125,0.014295789930555556,0.0134124755859375,0.0152130126953125,0.013668484157986112,0.014331817626953125,0.013759613037109375,0.012154473198784722,0.012363433837890625,0.01053619384765625,0.008528391520182291,0.0086669921875,0.007843494415283203,0.010914802551269531,0.010796017116970487,0.009379386901855469,0.015448570251464844,0.01371002197265625,0.0104217529296875
