features.0.weight,features.0.bias,features.1.weight,features.1.bias,features.1.running_mean,features.1.running_var,features.3.weight,features.3.bias,features.4.weight,features.4.bias,features.4.running_mean,features.4.running_var,features.7.weight,features.7.bias,features.8.weight,features.8.bias,features.8.running_mean,features.8.running_var,features.10.weight,features.10.bias,features.11.weight,features.11.bias,features.11.running_mean,features.11.running_var,features.14.weight,features.14.bias,features.15.weight,features.15.bias,features.15.running_mean,features.15.running_var,features.17.weight,features.17.bias,features.18.weight,features.18.bias,features.18.running_mean,features.18.running_var,features.20.weight,features.20.bias,features.21.weight,features.21.bias,features.21.running_mean,features.21.running_var,features.24.weight,features.24.bias,features.25.weight,features.25.bias,features.25.running_mean,features.25.running_var,features.27.weight,features.27.bias,features.28.weight,features.28.bias,features.28.running_mean,features.28.running_var,features.30.weight,features.30.bias,features.31.weight,features.31.bias,features.31.running_mean,features.31.running_var,features.34.weight,features.34.bias,features.35.weight,features.35.bias,features.35.running_mean,features.35.running_var,features.37.weight,features.37.bias,features.38.weight,features.38.bias,features.38.running_mean,features.38.running_var,features.40.weight,features.40.bias,features.41.weight,features.41.bias,features.41.running_mean,features.41.running_var,classifier.0.weight,classifier.0.bias,classifier.3.weight,classifier.3.bias
0.09780092592592593,0.03125,0.19791666666666666,0.18229166666666666,0.484375,0.5677083333333334,0.09423828125,0.010416666666666666,0.078125,0.34375,0.4895833333333333,0.5729166666666666,0.09602412471064815,0.0546875,0.10416666666666667,0.23177083333333334,0.4973958333333333,0.578125,0.0943287037037037,0.026041666666666668,0.041666666666666664,0.2708333333333333,0.5364583333333334,0.4583333333333333,0.11936668113425926,0.03125,0.08463541666666667,0.2669270833333333,0.5026041666666666,0.4140625,0.12626365379050927,0.010416666666666666,0.11848958333333333,0.2552083333333333,0.58203125,0.75390625,0.12072584364149305,0.020833333333333332,0.06380208333333333,0.23697916666666666,0.66796875,0.6966145833333334,0.12289683024088542,0.026692708333333332,0.078125,0.14908854166666666,0.5670572916666666,0.771484375,0.11938264634874132,0.015625,0.09635416666666667,0.1484375,0.669921875,0.779296875,0.10400164568865741,0.012369791666666666,0.10677083333333333,0.07291666666666667,0.748046875,0.7578125,0.10480979636863426,0.006510416666666667,0.06380208333333333,0.12434895833333333,0.5045572916666666,0.7278645833333334,0.09844702261465567,0.004557291666666667,0.068359375,0.12044270833333333,0.7395833333333334,0.9225260416666666,0.09432799727828414,0.0032552083333333335,0.0026041666666666665,0.013671875,0.7610677083333334,0.5826822916666666,0.09123545601254418,0.031819661458333336,0.0943530003229777,0.017496744791666668
