features.0.weight,features.0.bias,features.1.weight,features.1.bias,features.1.running_mean,features.1.running_var,features.3.weight,features.3.bias,features.4.weight,features.4.bias,features.4.running_mean,features.4.running_var,features.7.weight,features.7.bias,features.8.weight,features.8.bias,features.8.running_mean,features.8.running_var,features.10.weight,features.10.bias,features.11.weight,features.11.bias,features.11.running_mean,features.11.running_var,features.14.weight,features.14.bias,features.15.weight,features.15.bias,features.15.running_mean,features.15.running_var,features.17.weight,features.17.bias,features.18.weight,features.18.bias,features.18.running_mean,features.18.running_var,features.20.weight,features.20.bias,features.21.weight,features.21.bias,features.21.running_mean,features.21.running_var,features.24.weight,features.24.bias,features.25.weight,features.25.bias,features.25.running_mean,features.25.running_var,features.27.weight,features.27.bias,features.28.weight,features.28.bias,features.28.running_mean,features.28.running_var,features.30.weight,features.30.bias,features.31.weight,features.31.bias,features.31.running_mean,features.31.running_var,features.34.weight,features.34.bias,features.35.weight,features.35.bias,features.35.running_mean,features.35.running_var,features.37.weight,features.37.bias,features.38.weight,features.38.bias,features.38.running_mean,features.38.running_var,features.40.weight,features.40.bias,features.41.weight,features.41.bias,features.41.running_mean,features.41.running_var,classifier.0.weight,classifier.0.bias,classifier.3.weight,classifier.3.bias
0.31539351851851855,0.375,0.296875,0.34375,0.578125,0.46875,0.3215874565972222,0.4375,0.421875,0.40625,0.515625,0.5,0.4118787977430556,0.453125,0.4375,0.4375,0.5546875,0.4375,0.4065144856770833,0.4921875,0.453125,0.4609375,0.5078125,0.5390625,0.4642503526475694,0.45703125,0.4453125,0.48828125,0.5078125,0.5,0.4829898410373264,0.5078125,0.53515625,0.53515625,0.453125,0.4921875,0.4995100233289931,0.46484375,0.4453125,0.484375,0.5,0.54296875,0.4996795654296875,0.484375,0.490234375,0.490234375,0.513671875,0.455078125,0.5000148349338107,0.521484375,0.505859375,0.48046875,0.498046875,0.54296875,0.5001063876681857,0.53125,0.52734375,0.51953125,0.48828125,0.521484375,0.50049802992079,0.48046875,0.50390625,0.49609375,0.490234375,0.529296875,0.49999067518446183,0.533203125,0.4453125,0.533203125,0.53515625,0.470703125,0.49854151407877606,0.52734375,0.505859375,0.51953125,0.48828125,0.50390625,0.4840214203815071,0.48583984375,0.4787149429321289,0.4931640625
