features.0.weight,features.0.bias,features.1.weight,features.1.bias,features.1.running_mean,features.1.running_var,features.3.weight,features.3.bias,features.4.weight,features.4.bias,features.4.running_mean,features.4.running_var,features.7.weight,features.7.bias,features.8.weight,features.8.bias,features.8.running_mean,features.8.running_var,features.10.weight,features.10.bias,features.11.weight,features.11.bias,features.11.running_mean,features.11.running_var,features.14.weight,features.14.bias,features.15.weight,features.15.bias,features.15.running_mean,features.15.running_var,features.17.weight,features.17.bias,features.18.weight,features.18.bias,features.18.running_mean,features.18.running_var,features.20.weight,features.20.bias,features.21.weight,features.21.bias,features.21.running_mean,features.21.running_var,features.23.weight,features.23.bias,features.24.weight,features.24.bias,features.24.running_mean,features.24.running_var,features.27.weight,features.27.bias,features.28.weight,features.28.bias,features.28.running_mean,features.28.running_var,features.30.weight,features.30.bias,features.31.weight,features.31.bias,features.31.running_mean,features.31.running_var,features.33.weight,features.33.bias,features.34.weight,features.34.bias,features.34.running_mean,features.34.running_var,features.36.weight,features.36.bias,features.37.weight,features.37.bias,features.37.running_mean,features.37.running_var,features.40.weight,features.40.bias,features.41.weight,features.41.bias,features.41.running_mean,features.41.running_var,features.43.weight,features.43.bias,features.44.weight,features.44.bias,features.44.running_mean,features.44.running_var,features.46.weight,features.46.bias,features.47.weight,features.47.bias,features.47.running_mean,features.47.running_var,features.49.weight,features.49.bias,features.50.weight,features.50.bias,features.50.running_mean,features.50.running_var,classifier.0.weight,classifier.0.bias,classifier.3.weight,classifier.3.bias
0.20003858024691357,0.15625,0.1875,0.21354166666666666,0.4479166666666667,0.5104166666666666,0.48514359085648145,0.5677083333333334,0.5885416666666666,0.5520833333333334,0.53125,0.5416666666666666,0.4807535807291667,0.4505208333333333,0.5546875,0.4921875,0.5364583333333334,0.5364583333333334,0.47941532841435186,0.4140625,0.5703125,0.4765625,0.5364583333333334,0.5442708333333334,0.44679881908275465,0.6263020833333334,0.5,0.4934895833333333,0.51171875,0.4596354166666667,0.4618631998697917,0.6041666666666666,0.4895833333333333,0.48046875,0.515625,0.4869791666666667,0.45366527416087965,0.6432291666666666,0.4921875,0.4401041666666667,0.5338541666666666,0.4322916666666667,0.44198325828269674,0.58984375,0.5572916666666666,0.4752604166666667,0.5130208333333334,0.5130208333333334,0.4535183376736111,0.5638020833333334,0.5045572916666666,0.4576822916666667,0.4876302083333333,0.5670572916666666,0.45734914143880206,0.6028645833333334,0.4798177083333333,0.4498697916666667,0.4895833333333333,0.4010416666666667,0.44151207252785013,0.6197916666666666,0.435546875,0.4401041666666667,0.509765625,0.349609375,0.43432066175672746,0.6477864583333334,0.4368489583333333,0.48046875,0.5690104166666666,0.337890625,0.4241505375614873,0.5735677083333334,0.5592447916666666,0.4596354166666667,0.482421875,0.3502604166666667,0.4206834016022859,0.6126302083333334,0.5904947916666666,0.4700520833333333,0.4869791666666667,0.35546875,0.4199798018844039,0.6490885416666666,0.560546875,0.4986979166666667,0.603515625,0.3411458333333333,0.4375254313151042,0.7265625,0.6705729166666666,0.6634114583333334,0.3665364583333333,0.3313802083333333,0.6521493626289627,0.3843587239583333,0.4854300816853841,0.5944010416666666
