features.0.weight,features.0.bias,features.2.weight,features.2.bias,features.5.weight,features.5.bias,features.7.weight,features.7.bias,features.10.weight,features.10.bias,features.12.weight,features.12.bias,features.14.weight,features.14.bias,features.16.weight,features.16.bias,features.19.weight,features.19.bias,features.21.weight,features.21.bias,features.23.weight,features.23.bias,features.25.weight,features.25.bias,features.28.weight,features.28.bias,features.30.weight,features.30.bias,features.32.weight,features.32.bias,features.34.weight,features.34.bias,classifier.0.weight,classifier.0.bias,classifier.3.weight,classifier.3.bias
0.47073772141706927,0.4476902173913043,0.47121145644625606,0.4626358695652174,0.47171035250603865,0.47316576086956524,0.47529933763586957,0.4483695652173913,0.47093237540572164,0.45991847826086957,0.4724838330549894,0.43410326086956524,0.47248147420837106,0.4375,0.47529860049630135,0.42204483695652173,0.47755196244244413,0.414741847826087,0.47972025848241245,0.4164402173913043,0.4801553919695426,0.41983695652173914,0.4808140446022513,0.42416779891304346,0.481486924028627,0.43546195652173914,0.48164542746428707,0.4171195652173913,0.48104373729171385,0.4313858695652174,0.47983460725793514,0.4251868206521739,0.475467091232882,0.4384871773097826,0.4812614036642987,0.40390412703804346
