features.0.weight,features.0.bias,features.2.weight,features.2.bias,features.5.weight,features.5.bias,features.7.weight,features.7.bias,features.10.weight,features.10.bias,features.12.weight,features.12.bias,features.14.weight,features.14.bias,features.16.weight,features.16.bias,features.19.weight,features.19.bias,features.21.weight,features.21.bias,features.23.weight,features.23.bias,features.25.weight,features.25.bias,features.28.weight,features.28.bias,features.30.weight,features.30.bias,features.32.weight,features.32.bias,features.34.weight,features.34.bias,classifier.0.weight,classifier.0.bias,classifier.3.weight,classifier.3.bias
0.49266975308641975,0.3697916666666667,0.40776005497685186,0.5729166666666666,0.40439633969907407,0.5234375,0.3933987087673611,0.53125,0.3865616409866898,0.546875,0.3891008165147569,0.5677083333333334,0.3877891257957176,0.5325520833333334,0.3876201488353588,0.5390625,0.3988427056206597,0.5611979166666666,0.4228224577727141,0.560546875,0.4244639078776042,0.5358072916666666,0.4261491563585069,0.5397135416666666,0.41480749624746815,0.5546875,0.4133774086281105,0.541015625,0.41491614447699654,0.541015625,0.42815724125614874,0.5475260416666666,0.3427344114602018,0.5948893229166666,0.508304754892985,0.5824381510416666
