features.0.weight,features.0.bias,features.2.weight,features.2.bias,features.5.weight,features.5.bias,features.7.weight,features.7.bias,features.10.weight,features.10.bias,features.12.weight,features.12.bias,features.14.weight,features.14.bias,features.16.weight,features.16.bias,features.19.weight,features.19.bias,features.21.weight,features.21.bias,features.23.weight,features.23.bias,features.25.weight,features.25.bias,features.28.weight,features.28.bias,features.30.weight,features.30.bias,features.32.weight,features.32.bias,features.34.weight,features.34.bias,classifier.0.weight,classifier.0.bias,classifier.3.weight,classifier.3.bias
0.5127314814814815,0.5,0.4994032118055556,0.53125,0.501220703125,0.484375,0.5004611545138888,0.4453125,0.4996812608506944,0.49609375,0.5008205837673612,0.51171875,0.5003831651475694,0.453125,0.5005544026692709,0.5078125,0.4997524685329861,0.478515625,0.5000890096028646,0.490234375,0.49974102444118923,0.48828125,0.5002004835340712,0.509765625,0.4998359680175781,0.5,0.5000953674316406,0.484375,0.5005052354600694,0.48828125,0.500008053249783,0.525390625,0.4999699008708097,0.515625,0.5000131726264954,0.504150390625
