features.0.weight,features.0.bias,features.2.weight,features.2.bias,features.5.weight,features.5.bias,features.7.weight,features.7.bias,features.10.weight,features.10.bias,features.12.weight,features.12.bias,features.14.weight,features.14.bias,features.16.weight,features.16.bias,features.19.weight,features.19.bias,features.21.weight,features.21.bias,features.23.weight,features.23.bias,features.25.weight,features.25.bias,features.28.weight,features.28.bias,features.30.weight,features.30.bias,features.32.weight,features.32.bias,features.34.weight,features.34.bias,classifier.0.weight,classifier.0.bias,classifier.3.weight,classifier.3.bias
0.49266975308641975,0.6302083333333334,0.40776005497685186,0.4270833333333333,0.40439633969907407,0.4765625,0.3933987087673611,0.46875,0.3865616409866898,0.453125,0.3891008165147569,0.4322916666666667,0.3877891257957176,0.4674479166666667,0.3876201488353588,0.4609375,0.3988427056206597,0.4388020833333333,0.4228224577727141,0.439453125,0.4244639078776042,0.4641927083333333,0.4261491563585069,0.4602864583333333,0.41480749624746815,0.4453125,0.4133774086281105,0.458984375,0.41491614447699654,0.458984375,0.42815724125614874,0.4524739583333333,0.6572655885397982,0.4051106770833333,0.49169524510701496,0.4175618489583333
