features.0.weight,features.0.bias,features.3.weight,features.3.bias,features.6.weight,features.6.bias,features.8.weight,features.8.bias,features.10.weight,features.10.bias,classifier.1.weight,classifier.1.bias,classifier.4.weight,classifier.4.bias
0.5008985451101928,0.517578125,0.49944417317708334,0.5182291666666666,0.49981632939091436,0.4895833333333333,0.4998181660970052,0.5107421875,0.4998274909125434,0.49365234375,0.49981535143322414,0.49908447265625,0.4993681162595749,0.4986572265625
