features.0.weight,features.0.bias,features.3.weight,features.3.bias,features.6.weight,features.6.bias,features.8.weight,features.8.bias,features.10.weight,features.10.bias,classifier.1.weight,classifier.1.bias,classifier.4.weight,classifier.4.bias
0.5001614152892562,0.4931640625,0.4997430419921875,0.5094401041666666,0.4999095775462963,0.5079752604166666,0.500081874706127,0.4921875,0.5000672870212131,0.495361328125,0.4996978243192037,0.5029449462890625,0.4992367513477802,0.5008087158203125
