features.0.weight,features.0.bias,features.3.weight,features.3.bias,features.6.weight,features.6.bias,features.8.weight,features.8.bias,features.10.weight,features.10.bias,classifier.1.weight,classifier.1.bias,classifier.4.weight,classifier.4.bias
0.5063274793388429,0.625,0.49998372395833335,0.5364583333333334,0.5002320842978395,0.5390625,0.5001864963107638,0.54296875,0.5001966688368056,0.51171875,0.49969953960842556,0.506591796875,0.4993586540222168,0.486572265625
