features.0.weight,features.0.bias,features.3.weight,features.3.bias,features.6.weight,features.6.bias,features.8.weight,features.8.bias,features.10.weight,features.10.bias,classifier.1.weight,classifier.1.bias,classifier.4.weight,classifier.4.bias
0.4836114355012576,0.4741847826086957,0.4781537307518116,0.45471014492753625,0.48008871360037575,0.44565217391304346,0.4800475484507095,0.42221467391304346,0.4813499266398702,0.41287364130434784,0.4722246363543082,0.43010147758152173,0.4740530278371728,0.41071883491847827
