features.0.weight,features.0.bias,features.3.weight,features.3.bias,features.6.weight,features.6.bias,features.8.weight,features.8.bias,features.10.weight,features.10.bias,classifier.1.weight,classifier.1.bias,classifier.4.weight,classifier.4.bias
0.4157770890725436,0.5052083333333334,0.4002766927083333,0.4548611111111111,0.3880735797646605,0.4513888888888889,0.3811660578221451,0.5052083333333334,0.38034622757523145,0.5247395833333334,0.5023524407987241,0.3846842447916667,0.46502532561620075,0.4007975260416667
