features.0.weight,features.0.bias,features.3.weight,features.3.bias,features.6.weight,features.6.bias,features.8.weight,features.8.bias,features.10.weight,features.10.bias,classifier.1.weight,classifier.1.bias,classifier.4.weight,classifier.4.bias
0.4413596189164371,0.4947916666666667,0.4002766927083333,0.5451388888888888,0.3880735797646605,0.5486111111111112,0.3811660578221451,0.4947916666666667,0.38034622757523145,0.4752604166666667,0.49764755920127585,0.6153157552083334,0.5349746743837992,0.5992024739583334
