features.0.weight,features.0.bias,features.2.weight,features.2.bias,features.5.weight,features.5.bias,features.7.weight,features.7.bias,features.10.weight,features.10.bias,features.12.weight,features.12.bias,features.14.weight,features.14.bias,features.17.weight,features.17.bias,features.19.weight,features.19.bias,features.21.weight,features.21.bias,features.24.weight,features.24.bias,features.26.weight,features.26.bias,features.28.weight,features.28.bias,classifier.0.weight,classifier.0.bias,classifier.3.weight,classifier.3.bias
0.4957561728395062,0.609375,0.407470703125,0.5052083333333334,0.40452293113425924,0.4427083333333333,0.39256682219328703,0.4557291666666667,0.38710643627025465,0.4505208333333333,0.3858902542679398,0.4388020833333333,0.3854087547019676,0.44921875,0.3944857562029803,0.44921875,0.413113205521195,0.4479166666666667,0.41296937730577254,0.4407552083333333,0.4054001702202691,0.4453125,0.40411560623734083,0.46875,0.419072186505353,0.4466145833333333,0.6483008358754269,0.39111328125,0.48389605681101483,0.440673828125
