features.0.weight,features.0.bias,features.2.weight,features.2.bias,features.5.weight,features.5.bias,features.7.weight,features.7.bias,features.10.weight,features.10.bias,features.12.weight,features.12.bias,features.14.weight,features.14.bias,features.17.weight,features.17.bias,features.19.weight,features.19.bias,features.21.weight,features.21.bias,features.24.weight,features.24.bias,features.26.weight,features.26.bias,features.28.weight,features.28.bias,classifier.0.weight,classifier.0.bias,classifier.3.weight,classifier.3.bias
0.4638184380032206,0.46467391304347827,0.47109587296195654,0.4578804347826087,0.4709920837107488,0.4718070652173913,0.4747152282419988,0.4476902173913043,0.47093399711277173,0.4546535326086957,0.47305865449030043,0.4240828804347826,0.47435808412118813,0.42781929347826086,0.4766014578261813,0.415336277173913,0.4793600368039044,0.41032608695652173,0.480480746946473,0.413383152173913,0.4811703041555801,0.419242527173913,0.48108763395300236,0.41117527173913043,0.48019615578766606,0.4132133152173913,0.47600916284529,0.432373046875,0.4811739558758943,0.4023543648097826
