features.0.weight,features.0.bias,features.2.weight,features.2.bias,features.5.weight,features.5.bias,features.7.weight,features.7.bias,features.10.weight,features.10.bias,features.12.weight,features.12.bias,features.14.weight,features.14.bias,features.17.weight,features.17.bias,features.19.weight,features.19.bias,features.21.weight,features.21.bias,features.24.weight,features.24.bias,features.26.weight,features.26.bias,features.28.weight,features.28.bias,classifier.0.weight,classifier.0.bias,classifier.3.weight,classifier.3.bias
0.49537037037037035,0.5048828125,0.4992082383897569,0.5,0.5001678466796875,0.49365234375,0.4998389350043403,0.4970703125,0.49999448988172746,0.49658203125,0.49978680080837673,0.503173828125,0.4998623530069987,0.498779296875,0.4998777707417806,0.491943359375,0.5000470479329427,0.5042724609375,0.5000303851233588,0.4971923828125,0.4999406602647569,0.49755859375,0.49998021125793457,0.4952392578125,0.5000883738199869,0.50048828125,0.499793996008075,0.499420166015625,0.49984797462821007,0.4997406005859375
