features.0.weight,features.0.bias,features.2.weight,features.2.bias,features.5.weight,features.5.bias,features.7.weight,features.7.bias,features.10.weight,features.10.bias,features.12.weight,features.12.bias,features.14.weight,features.14.bias,features.17.weight,features.17.bias,features.19.weight,features.19.bias,features.21.weight,features.21.bias,features.24.weight,features.24.bias,features.26.weight,features.26.bias,features.28.weight,features.28.bias,classifier.0.weight,classifier.0.bias,classifier.3.weight,classifier.3.bias
0.5017361111111112,0.5625,0.5020073784722222,0.5625,0.5051676432291666,0.578125,0.4997016059027778,0.40625,0.5002577039930556,0.484375,0.5007510715060763,0.47265625,0.5008019341362847,0.52734375,0.5005196465386285,0.48828125,0.4997689988878038,0.5,0.49993345472547746,0.54296875,0.5002390543619791,0.515625,0.5004755655924479,0.5625,0.5002165900336372,0.474609375,0.49991790615782444,0.5107421875,0.499822735786438,0.495361328125
