features.0.weight,features.0.bias,features.2.weight,features.2.bias,features.5.weight,features.5.bias,features.7.weight,features.7.bias,features.10.weight,features.10.bias,features.12.weight,features.12.bias,features.14.weight,features.14.bias,features.17.weight,features.17.bias,features.19.weight,features.19.bias,features.21.weight,features.21.bias,features.24.weight,features.24.bias,features.26.weight,features.26.bias,features.28.weight,features.28.bias,classifier.0.weight,classifier.0.bias,classifier.3.weight,classifier.3.bias
0.4957561728395062,0.390625,0.407470703125,0.4947916666666667,0.40452293113425924,0.5572916666666666,0.39256682219328703,0.5442708333333334,0.38710643627025465,0.5494791666666666,0.3858902542679398,0.5611979166666666,0.3854087547019676,0.55078125,0.3944857562029803,0.55078125,0.413113205521195,0.5520833333333334,0.41296937730577254,0.5592447916666666,0.4054001702202691,0.5546875,0.40411560623734083,0.53125,0.419072186505353,0.5533854166666666,0.3516991641245732,0.60888671875,0.5161039431889852,0.559326171875
